Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
07/14/2025,FORD,LL,,GRY,EL22696,IL,701 N. Sacramento,(773) 265-7605,7128150
06/15/2025,CHEV,LL,EQX,BGE,FD95537,IL,701 N. Sacramento,(773) 265-7605,7125606
07/14/2025,MERZ,4D,,BLK,CN81644,IL,10300 S. Doty,(773) 568-8495,2990289
05/25/2025,BMW,LL,X1,BLU,DU82658,IL,701 N. Sacramento,(773) 265-7605,7123860
05/31/2025,CADI,LL,SRX,TAN,DW26253,IL,10300 S. Doty,(773) 568-8495,2988423
07/14/2025,TOYT,4D,,WHI,FD30086,IL,701 N. Sacramento,(773) 265-7605,7128151
05/23/2025,CHEV,4D,,SIL,NJ3E1X,MA,701 N. Sacramento,(773) 265-7605,7123626
07/14/2025,HYUN,4D,,GRN,,,701 N. Sacramento,(773) 265-7605,7128148
05/20/2025,FORD,LL,XPL,BLU,,,10300 S. Doty,(773) 568-8495,2987935
06/15/2025,HOND,4D,ACC,SIL,DK25165,IL,701 N. Sacramento,(773) 265-7605,7125608
07/02/2025,SUBA,SW,,GRN,2HYJ96,MA,701 N. Sacramento,(773) 265-7605,7127239
07/03/2025,KIA,4D,,RED,DP46331,IL,400 E. Lower Wacker,(312) 744-7550,0346331
06/17/2025,TOYT,4D,CAM,WHI,ES15850,IL,701 N. Sacramento,(773) 265-7605,7125724
07/12/2025,TOYT,4D,COA,BGE,DSD4545,TX,10300 S. Doty,(773) 568-8495,2990234
07/12/2025,CHEV,LL,,WHI,DR58216,IL,10300 S. Doty,(773) 568-8495,2990233
07/10/2025,DODG,LL,,GRY,,,10300 S. Doty,(773) 568-8495,2990109
07/12/2025,CHEV,LL,,GRY,BR79873,IL,701 N. Sacramento,(773) 265-7605,7127928
05/31/2025,CHEV,LL,TAH,TAN,R135303,IL,10300 S. Doty,(773) 568-8495,2988420
07/10/2025,MITS,4D,,BLK,EV28134,IL,10300 S. Doty,(773) 568-8495,2990111
07/12/2025,JEEP,LL,,BLU,EU19568,IL,10300 S. Doty,(773) 568-8495,2990231
07/13/2025,CHEV,LL,,BLK,AN77108,IL,701 N. Sacramento,(773) 265-7605,7127966
07/12/2025,MITS,LL,,SIL,EP42827,IL,10300 S. Doty,(773) 568-8495,2990232
07/13/2025,CHEV,4D,,WHI,CM24364,IL,701 N. Sacramento,(773) 265-7605,7127973
07/13/2025,VOLK,2D,,WHI,DV1974,IN,701 N. Sacramento,(773) 265-7605,7127976
07/10/2025,NISS,4D,MAX,SIL,EQ90769,IL,10300 S. Doty,(773) 568-8495,2990098
07/13/2025,VOLK,4D,,BLU,JSF7972,OH,701 N. Sacramento,(773) 265-7605,7127972
07/07/2025,ROV,LL,,BLK,1234567,IL,10300 S. Doty,(773) 568-8495,2989968
06/15/2025,KIA,LL,SPT,BLK,DQ24178,IL,701 N. Sacramento,(773) 265-7605,7125613
06/15/2025,CHRY,4D,200,SIL,NONE,IL,10300 S. Doty,(773) 568-8495,2989037
07/13/2025,GMC,2D,,WHI,FC45598,IL,701 N. Sacramento,(773) 265-7605,7127975
07/13/2025,CHEV,LL,,GRY,ALETHA,IL,701 N. Sacramento,(773) 265-7605,7127969
05/29/2025,CHEV,4D,,GRN,,,701 N. Sacramento,(773) 265-7605,7124093
04/21/2025,JEEP,LL,,BLK,CE95502,IL,701 N. Sacramento,(773) 265-7605,7121058
04/26/2025,JEEP,LL,,SIL,DQ84832,IL,10300 S. Doty,(773) 568-8495,2986902
05/17/2025,LEXS,4D,,BLK,EK97458,IL,701 N. Sacramento,(773) 265-7605,7123058
05/29/2025,HOND,4D,,GRY,EG80637,IL,701 N. Sacramento,(773) 265-7605,25034561
05/16/2025,KIA,4D,,GRY,DT39251,IL,701 N. Sacramento,(773) 265-7605,7123059
05/29/2025,HYUN,4D,,BRO,3953066B,IL,701 N. Sacramento,(773) 265-7605,7124092
04/16/2025,FORD,VN,,WHI,011533A1,IL,10300 S. Doty,(773) 568-8495,2986491
04/16/2025,TOYT,HB,,SIL,CJ58200,IL,10300 S. Doty,(773) 568-8495,2986493
07/02/2025,TOYT,4D,,RED,ET32319,IL,701 N. Sacramento,(773) 265-7605,7127219
04/16/2025,KIA,4D,,WHI,DC84152,IL,10300 S. Doty,(773) 568-8495,2986494
05/29/2025,DODG,4D,,WHI,1653698B,IL,701 N. Sacramento,(773) 265-7605,7124096
07/07/2025,JEEP,LL,,SIL,1234567,IL,701 N. Sacramento,(773) 265-7605,7127635
05/29/2025,CHEV,VN,ETK,WHI,533342D,IL,701 N. Sacramento,(773) 265-7605,7124097
07/02/2025,JEEP,4D,,BLK,BN49241,IL,701 N. Sacramento,(773) 265-7605,7127220
05/29/2025,NISS,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7124090
05/20/2025,FORD,VN,E45,WHI,NONE,IL,10300 S. Doty,(773) 568-8495,2987936
04/16/2025,FORD,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7120609
05/20/2025,RROV,LL,,BLK,DL1924DR,IL,701 N. Sacramento,(773) 265-7605,7123399
05/29/2025,VOLV,4D,,WHI,DH30969,IL,701 N. Sacramento,(773) 265-7605,7124099
05/20/2025,DODG,2D,CHL,GRY,DL31281,IL,10300 S. Doty,(773) 568-8495,2987937
04/16/2025,TOYT,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2986498
05/28/2025,DODG,4D,,BLU,CZ46987,IL,701 N. Sacramento,(773) 265-7605,25034549
05/20/2025,DODG,2D,CHL,BLK,671998,IN,10300 S. Doty,(773) 568-8495,2987938
05/20/2025,HOND,LL,CRV,SIL,BT28493,IL,10300 S. Doty,(773) 568-8495,2987939
05/20/2025,MDCA,MB,,BLK,D25793,IL,10300 S. Doty,(773) 568-8495,2987945
05/29/2025,FORD,LL,,GRY,,,701 N. Sacramento,(773) 265-7605,7124106
04/21/2025,CHEV,PK,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7121062
06/15/2025,NISS,4D,,BRZ,FB25730,IL,400 E. Lower Wacker,(312) 744-7550,0345125
05/20/2025,MDCA,MB,,BLK,D42507,IL,10300 S. Doty,(773) 568-8495,2987944
05/29/2025,CHRY,4D,,BLK,FD48965,IL,701 N. Sacramento,(773) 265-7605,7124104
05/29/2025,DODG,4D,,RED,012887A7,IL,10300 S. Doty,(773) 568-8495,2988283
07/07/2025,HYUN,4D,,SIL,1234567,IL,10300 S. Doty,(773) 568-8495,2989967
06/18/2025,NISS,4D,ALT,BLK,AMB9099,WI,701 N. Sacramento,(773) 265-7605,7125780
07/07/2025,NISS,4D,,BLK,1234567,IL,701 N. Sacramento,(773) 265-7605,7127634
04/17/2025,CHEV,4D,,GRY,EM57737,IL,10300 S. Doty,(773) 568-8495,2986499
05/29/2025,TOYT,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7124105
05/29/2025,TOYT,4D,,GRN,,,701 N. Sacramento,(773) 265-7605,25034577
05/29/2025,CHEV,4D,,BLK,LATS41,IL,701 N. Sacramento,(773) 265-7605,7124108
07/13/2025,HOND,4D,,GRY,KMW7094,PA,701 N. Sacramento,(773) 265-7605,7127970
06/25/2025,HYUN,4D,,SIL,BW77610,IL,701 N. Sacramento,(773) 265-7605,7126272
07/12/2025,DODG,LL,,RED,,,701 N. Sacramento,(773) 265-7605,7127971
07/12/2025,TOYT,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7127968
06/25/2025,JEEP,LL,,GRY,EM62841,IL,10300 S. Doty,(773) 568-8495,2989365
07/13/2025,FORD,4D,,MAR,FF77167,IL,701 N. Sacramento,(773) 265-7605,7127979
04/21/2025,NISS,4D,,BLK,EU86348,IL,10300 S. Doty,(773) 568-8495,2986714
04/21/2025,FORD,LL,,RED,33605EL,IL,701 N. Sacramento,(773) 265-7605,7121064
07/13/2025,ACUR,4D,,GRY,ES70130,IL,701 N. Sacramento,(773) 265-7605,7127967
07/13/2025,HOND,LL,CRV,GRY,,,701 N. Sacramento,(773) 265-7605,7128137
07/13/2025,TOYT,4D,,BLK,EC57205,IL,701 N. Sacramento,(773) 265-7605,7128136
07/13/2025,KIA,LL,,BLK,MEERAS,IL,701 N. Sacramento,(773) 265-7605,7128138
07/13/2025,KIA,LL,,BLK,MEERAS,IL,701 N. Sacramento,(773) 265-7605,7128138
07/13/2025,ACUR,LL,RDX,WHI,,,701 N. Sacramento,(773) 265-7605,7128139
07/13/2025,ACUR,LL,RDX,WHI,,,701 N. Sacramento,(773) 265-7605,7128139
07/13/2025,KIA,LL,,SIL,AK12570,IL,701 N. Sacramento,(773) 265-7605,7128135
07/13/2025,KIA,LL,,SIL,AK12570,IL,701 N. Sacramento,(773) 265-7605,7128135
07/12/2025,NISS,LL,,BLK,ED17183,IL,701 N. Sacramento,(773) 265-7605,7127910
07/13/2025,HYUN,4D,,RED,660CLV,IN,400 E. Lower Wacker,(312) 744-7550,0347267
05/23/2025,CHEV,LL,TRV,RED,NONE,IL,701 N. Sacramento,(773) 265-7605,7123621
07/10/2025,LINC,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2990110
07/12/2025,JEEP,LL,,SIL,MWZ761,IL,701 N. Sacramento,(773) 265-7605,7127902
07/12/2025,VOLK,4D,,WHI,6016BU,IL,701 N. Sacramento,(773) 265-7605,7127912
07/12/2025,CHRY,VC,,GRY,ES31221,IL,701 N. Sacramento,(773) 265-7605,7127913
07/12/2025,BMW,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,7127916
07/12/2025,AUDI,4D,,WHI,EH57058,IL,701 N. Sacramento,(773) 265-7605,7127911
07/12/2025,CHRY,4D,,BLK,FJ89525,IL,701 N. Sacramento,(773) 265-7605,7127915
07/12/2025,TOYT,4D,,BLU,FE42314,IL,701 N. Sacramento,(773) 265-7605,7127917
07/12/2025,JEEP,LL,,WHI,DJ72980,IL,701 N. Sacramento,(773) 265-7605,7127914
07/13/2025,NISS,LL,,BLK,EZ74856,IL,701 N. Sacramento,(773) 265-7605,2990248
07/13/2025,NISS,LL,,GRY,L869576,IL,701 N. Sacramento,(773) 265-7605,7128063
07/13/2025,ALFA,LL,,WHI,EY40845,IL,10300 S. Doty,(773) 568-8495,2990248
07/13/2025,CHRY,4D,,CRM,CPYE13,CO,701 N. Sacramento,(773) 265-7605,7128062
07/14/2025,KIA,4D,,GRY,LHTJ28,FL,400 E. Lower Wacker,(312) 744-7550,0347272
07/13/2025,FORD,4D,,ONG,DJ73046,IL,701 N. Sacramento,(773) 265-7605,7128061
07/13/2025,FORD,4D,,WHI,FM40583,IL,701 N. Sacramento,(773) 265-7605,7128067
07/13/2025,HYUN,4D,,BLK,DN33780,IL,701 N. Sacramento,(773) 265-7605,7128065
07/13/2025,HOND,4D,,WHI,KLY7407,PA,701 N. Sacramento,(773) 265-7605,7128066
05/23/2025,CHRY,4D,FAV,GLD,MERSYEA,IL,10300 S. Doty,(773) 785-9752,1728152
07/13/2025,NISS,4D,,BLK,EB23217,IL,701 N. Sacramento,(773) 265-7605,7128064
07/13/2025,HOND,4D,,GRY,EW63005,IL,701 N. Sacramento,(773) 265-7605,7128068
05/25/2025,CHEV,4D,IMP,GRY,FD13067,IL,10300 S. Doty,(773) 568-8495,2988115
07/13/2025,ROV,LL,,BLU,EB26530,IL,701 N. Sacramento,(773) 265-7605,7128070
06/21/2025,KIA,LL,SOR,GRY,KUD012,MN,400 E. Lower Wacker,(312) 744-7550,0345542
05/29/2025,TOYT,LL,,GRY,EV77079,IL,701 N. Sacramento,(773) 265-7605,7124098
06/25/2025,DODG,2D,,BLK,,,701 N. Sacramento,(773) 265-7605,71262268
07/02/2025,DODG,4D,,WHI,0000,IL,701 N. Sacramento,(773) 265-7605,7127248
05/29/2025,BUIC,LL,,CRM,EC63173,IL,701 N. Sacramento,(773) 265-7605,7124101
07/13/2025,TOYT,4D,,BLU,EZ56901,IL,701 N. Sacramento,(773) 265-7605,7127978
07/13/2025,HOND,4D,,WHI,CH94535,IL,701 N. Sacramento,(773) 265-7605,7127983
06/15/2025,DODG,4D,CHA,GRY,PBP192,IA,701 N. Sacramento,(773) 265-7605,7125573
07/13/2025,KIA,LL,,RED,EW35408,IL,701 N. Sacramento,(773) 265-7605,7127980
07/13/2025,HOND,4D,,LBL,BP47696,IL,701 N. Sacramento,(773) 265-7605,7127982
06/25/2025,CHEV,4D,,BLK,EE39617,IL,10300 S. Doty,(773) 568-8495,2989366
07/13/2025,VOLK,4D,,BLK,CH13167,IL,701 N. Sacramento,(773) 265-7605,7127981
07/13/2025,CHEV,LL,,WHI,SCA112,MN,701 N. Sacramento,(773) 265-7605,7127974
07/13/2025,FORD,4D,,RED,ET82445,IL,701 N. Sacramento,(773) 265-7605,7127985
05/21/2025,DODG,4D,,GRY,EU61263,IL,701 N. Sacramento,(773) 265-7605,7123410
07/13/2025,TOYT,PK,,GRY,3762091B,IL,701 N. Sacramento,(773) 265-7605,7127977
05/21/2025,JEEP,LL,,WHI,0000,IL,10300 S. Doty,(773) 568-8495,2987932
07/13/2025,LINC,4D,,RED,BY17273,IL,701 N. Sacramento,(773) 265-7605,7127984
07/13/2025,FORD,4D,,BLK,BR13525,IL,701 N. Sacramento,(773) 265-7605,7127995
07/13/2025,HOND,LL,,CRM,FF69196,IL,701 N. Sacramento,(773) 265-7605,7127989
07/13/2025,HYUN,LL,,GRY,SGX4663,TX,701 N. Sacramento,(773) 265-7605,7127994
07/13/2025,DODG,PK,,WHI,8263CC,IL,701 N. Sacramento,(773) 265-7605,7127992
07/13/2025,GMC,LL,,BLK,EX35366,IL,701 N. Sacramento,(773) 265-7605,7127990
04/21/2025,ACUR,LL,,BLK,FA97493,IL,10300 S. Doty,(773) 568-8495,2986715
07/13/2025,HYUN,4D,,RED,FD89244,IL,701 N. Sacramento,(773) 265-7605,7127988
07/13/2025,NISS,LL,,GRY,DZ30665,IL,701 N. Sacramento,(773) 265-7605,7127991
07/13/2025,VOLK,4D,,RED,AE34553,IL,701 N. Sacramento,(773) 265-7605,7127986
07/13/2025,TOYT,4D,,WHI,FC31025,IL,701 N. Sacramento,(773) 265-7605,7027987
07/13/2025,DODG,PK,,GRY,DL6242D,IL,701 N. Sacramento,(773) 265-7605,7128006
07/13/2025,KIA,LL,,BLK,EA61678,IL,701 N. Sacramento,(773) 265-7605,7128004
07/13/2025,MITS,4D,,BLU,FG32966,IL,701 N. Sacramento,(773) 265-7605,7127999
07/13/2025,NISS,4D,,GRY,DQ39525,IL,701 N. Sacramento,(773) 265-7605,7128003
07/13/2025,NISS,4D,,WHI,27473AFT,WI,701 N. Sacramento,(773) 265-7605,7127998
07/13/2025,TOYT,4D,,GRY,FF24052,IL,701 N. Sacramento,(773) 265-7605,7128000
07/13/2025,LINC,LL,,BLK,EC51608,IL,701 N. Sacramento,(773) 265-7605,7128005
07/13/2025,MAZD,4D,,RED,FH76727,IL,701 N. Sacramento,(773) 265-7605,25045381
07/02/2025,HYUN,4D,,SIL,BY28341,IL,701 N. Sacramento,(773) 265-7605,7127221
07/13/2025,CHEV,PK,,BLK,3968600B,IL,701 N. Sacramento,(773) 265-7605,7127997
07/02/2025,TOYT,4D,,SIL,CW74933,IL,701 N. Sacramento,(773) 265-7605,7127222
05/23/2025,JEEP,LL,,GRY,NONE,IL,10300 S. Doty,(773) 568-8495,2988036
07/05/2025,TOYT,LL,,BLK,EM45194,IL,10300 S. Doty,(773) 568-8495,2989815
05/29/2025,FORD,4D,FUS,BLU,9573269,IL,701 N. Sacramento,(773) 265-7605,7124111
07/13/2025,CHEV,LL,,WHI,FJ19499,IL,701 N. Sacramento,(773) 265-7605,7128002
07/13/2025,NISS,4D,,BLK,CH53532,IL,701 N. Sacramento,(773) 265-7605,7128011
07/13/2025,NISS,4D,,BLU,FG21640,IL,701 N. Sacramento,(773) 265-7605,7128009
05/29/2025,NISS,4D,VRS,WHI,AUS7133,WI,701 N. Sacramento,(773) 265-7605,7124110
05/17/2025,TOYT,4D,,GRY,DK37540,IL,701 N. Sacramento,(773) 265-7605,7123141
07/13/2025,FORD,2D,,BLU,DT23863,IL,701 N. Sacramento,(773) 265-7605,7128008
05/07/2025,CHEV,PK,SLV,WHI,,,701 N. Sacramento,(773) 265-7605,7122370
07/05/2025,BMW,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2989816
05/26/2025,HOND,LL,,WHI,EP90703,IL,400 E. Lower Wacker,(312) 744-7550,0343630
05/26/2025,HOND,LL,,WHI,EP90703,IL,400 E. Lower Wacker,(312) 744-7550,0343630
05/17/2025,PONT,2D,,GRY,212128AV,IL,701 N. Sacramento,(773) 265-7605,7123135
07/10/2025,MITS,4D,,SIL,AVV735,NB,400 E. Lower Wacker,(312) 744-7550,0347026
07/11/2025,TOYT,4D,,BLK,BV20834,IL,400 E. Lower Wacker,(312) 744-7550,0347028
05/25/2025,FORD,LL,,BLU,012265A6,IN,10300 S. Doty,(773) 568-8495,2988087
06/17/2025,TOYT,LL,,WHI,FF30730,IL,701 N. Sacramento,(773) 265-7605,7125677
06/17/2025,CHRY,4D,,BLK,010697A6,IL,10300 S. Doty,(773) 568-8495,2989095
06/17/2025,TOYT,4D,,WHI,FC73261,IL,10300 S. Doty,(773) 568-8495,2989094
06/17/2025,GMC,LL,,WHI,EF32745,IL,701 N. Sacramento,(773) 265-7605,2989093
06/17/2025,CHEV,4D,,MAR,,,701 N. Sacramento,(773) 265-7605,7125681
06/17/2025,FORD,4D,,WHI,FD48650,IL,701 N. Sacramento,(773) 265-7605,7125680
06/17/2025,TOYT,4D,,GRY,DB12489,IL,701 N. Sacramento,(773) 265-7605,7125678
06/17/2025,NISS,VN,,WHI,3498450B,IL,701 N. Sacramento,(773) 265-7605,7125679
07/02/2025,CHGO,MC,,SIL,0000,IL,701 N. Sacramento,(773) 265-7605,7127253
07/02/2025,GMC,4D,,BLK,2944021,IL,701 N. Sacramento,(773) 265-7605,7127223
06/17/2025,CHEV,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7125682
06/25/2025,KIA,4D,,BLK,DV25029,IL,701 N. Sacramento,(773) 265-7605,7126270
06/17/2025,JEEP,LL,,WHI,EQ12607,IL,10300 S. Doty,(773) 568-8495,2989096
06/17/2025,NISS,4D,,GRY,EY36495,IL,10300 S. Doty,(773) 568-8495,2989099
07/02/2025,FORD,4D,,BLK,N196324,IL,701 N. Sacramento,(773) 265-7605,7127225
07/05/2025,CHEV,LL,,GRY,FD77813,IL,10300 S. Doty,(773) 568-8495,2989822
07/02/2025,LINC,LL,,BLK,70681LY,IL,701 N. Sacramento,(773) 265-7605,7127226
07/02/2025,HYUN,LL,,WHI,CA76552,IL,10300 S. Doty,(773) 568-8495,2989704
07/02/2025,CHEV,4D,,BLK,EE88295,IL,701 N. Sacramento,(773) 265-7605,7127224
07/05/2025,VOLK,4D,,WHI,FD93106,IL,10300 S. Doty,(773) 568-8495,2989817
07/02/2025,CHEV,4D,,RED,ER47071,IL,701 N. Sacramento,(773) 265-7605,2989702
07/05/2025,NISS,LL,,SIL,FF11170,IL,10300 S. Doty,(773) 568-8495,2989823
07/13/2025,MAZD,4D,,WHI,Y900637,IL,701 N. Sacramento,(773) 265-7605,7127996
06/29/2025,FORD,PK,F15,WHI,290AC796,IL,701 N. Sacramento,(773) 265-7605,7127050
07/13/2025,TOYT,4D,,GRN,CWR9048,IL,701 N. Sacramento,(773) 265-7605,7128007
07/02/2025,AUDI,LL,,BLK,00,IL,701 N. Sacramento,(773) 265-7605,2989703
06/29/2025,LEXS,4D,300,BLK,DVT6626,FL,701 N. Sacramento,(773) 265-7605,7127053
07/02/2025,INFI,MB,,BLK,,,10300 S. Doty,(773) 568-8495,2989710
06/29/2025,MDCA,MC,,BLK,NONE,IL,701 N. Sacramento,(773) 265-7605,7127054
06/29/2025,HYUN,LL,SFE,BLK,2291241B,IL,701 N. Sacramento,(773) 265-7605,7127051
06/17/2025,CADI,4D,CTS,RED,EH64549,IL,701 N. Sacramento,(773) 265-1846,1549410
06/17/2025,NISS,4D,ALT,BLU,E2A8YP,AZ,701 N. Sacramento,(773) 265-1846,1549409
06/17/2025,HOND,2D,CRZ,GRY,ES34156,IL,701 N. Sacramento,(773) 265-1846,1549408
06/29/2025,TOYT,LL,RAV,RED,,,701 N. Sacramento,(773) 265-7605,7127057
06/17/2025,FORD,LL,TCN,WHI,1952169B,IL,10300 S. Doty,(773) 568-8495,2989105
06/29/2025,STRN,4D,,BLU,FA94055,IL,701 N. Sacramento,(773) 265-7605,7127042
07/02/2025,PORS,MS,,WHI,,,10300 S. Doty,(773) 568-8495,2989708
07/13/2025,JEEP,LL,,BLK,ER97502,IL,701 N. Sacramento,(773) 265-7605,7128010
06/17/2025,CHEV,PK,S10,WHI,4132489B,IL,701 N. Sacramento,(773) 265-7605,7125685
07/02/2025,HOND,4D,,WHI,EMJ580,IL,701 N. Sacramento,(773) 265-7605,7127234
07/02/2025,MERZ,4D,,BLK,AS81950,IL,701 N. Sacramento,(773) 265-7605,7127235
07/03/2025,HOND,LL,,GRY,FP207718,IL,701 N. Sacramento,(773) 265-7605,7127276
07/13/2025,ROV,LL,,GRN,FC84509,IL,701 N. Sacramento,(773) 265-7605,7128073
06/29/2025,INFI,4D,Q50,GRY,FE51748,IL,10300 S. Doty,(773) 568-8495,2989588
06/29/2025,NISS,4D,,BLU,EU34170,IL,701 N. Sacramento,(773) 265-7605,7127043
07/13/2025,BUIC,4D,,GRN,ED33073,IL,701 N. Sacramento,(773) 265-7605,7128074
06/17/2025,CHEV,4D,IMP,RED,FF76269,IL,10300 S. Doty,(773) 568-8495,2989107
07/13/2025,VOLK,4D,,RED,EH36580,IL,701 N. Sacramento,(773) 265-7605,7128072
07/13/2025,HOND,4D,,BLK,DY16694,IL,701 N. Sacramento,(773) 265-7605,7128075
07/13/2025,FORD,LL,,GRY,CW83752,IL,701 N. Sacramento,(773) 265-7605,7128076
06/17/2025,KIA,LL,SPT,GRY,BP74533,IL,701 N. Sacramento,(773) 265-7605,7125690
06/17/2025,CHEV,4D,IMP,BLK,AFU4007,WI,701 N. Sacramento,(773) 265-7605,7125691
07/14/2025,GMC,LL,,WHI,ET11841,IL,400 E. Lower Wacker,(312) 744-7550,0347275
06/17/2025,CHEV,4D,MAL,WHI,BY86913,IL,701 N. Sacramento,(773) 265-7605,7125695
07/13/2025,ACUR,4D,,GRN,ED33703,IL,701 N. Sacramento,(773) 265-7605,7128071
07/02/2025,INFI,4D,M35,GLD,0000,IL,701 N. Sacramento,(773) 265-7605,7127257
07/11/2025,LEXS,4D,,SIL,H732147,IL,701 N. Sacramento,(773) 265-7605,7127777
07/02/2025,TOYT,4D,,BLK,AZ30626,IL,701 N. Sacramento,(773) 265-7605,7127255
06/25/2025,PONT,4D,,BRO,EV18500,IL,10300 S. Doty,(773) 568-8495,2989367
06/25/2025,MAZD,4D,,RED,DK27237,IL,10300 S. Doty,(773) 568-8495,2989368
06/21/2025,AUDI,LL,Q7,BLK,CF76646,IL,10300 S. Doty,(773) 568-8495,2989244
06/21/2025,FORD,LL,F15,RED,,,701 N. Sacramento,(773) 265-7605,7126002
07/02/2025,NISS,4D,,SIL,0000,IL,701 N. Sacramento,(773) 265-7605,7127256
06/21/2025,CHEV,LL,EQX,PLE,EM86950,IL,701 N. Sacramento,(773) 265-7605,7126001
06/21/2025,JEEP,LL,GCH,BLK,EY51132,IL,701 N. Sacramento,(773) 265-7605,7126003
07/13/2025,CADI,LL,,BLK,BW72369,IL,10300 S. Doty,(773) 568-8495,2990239
06/21/2025,JEEP,LL,CHK,BLK,,,10300 S. Doty,(773) 568-8495,2989245
06/21/2025,KAWK,MC,,ONG,,,701 N. Sacramento,(773) 265-7605,7126005
07/05/2025,SUBA,4D,,SIL,LBK566,IA,10300 S. Doty,(773) 568-8495,2989821
07/02/2025,INFI,4D,M35,GRY,00,IL,701 N. Sacramento,(773) 265-7605,7127258
06/21/2025,NISS,4D,ALT,BLK,EK27325,IL,10300 S. Doty,(773) 568-8495,2989246
07/08/2025,DODG,LL,,SIL,1234567,IL,701 N. Sacramento,(773) 265-7605,7127636
06/21/2025,INFI,SD,M35,SIL,,,701 N. Sacramento,(773) 265-7605,7126007
06/21/2025,HOND,MB,,RED,,,10300 S. Doty,(773) 568-8495,2989247
06/29/2025,CHEV,4D,,BLK,DU56759,IL,400 E. Lower Wacker,(312) 744-7550,0346019
07/11/2025,AUDI,4D,,WHI,FJ90593,IL,400 E. Lower Wacker,(312) 744-7550,0347030
07/08/2025,JEEP,LL,,SIL,FA85077,IL,701 N. Sacramento,(773) 265-7605,7127637
06/29/2025,HOND,4D,,GRY,24644WS,IL,701 N. Sacramento,(773) 265-7605,7126564
07/13/2025,CHEV,LL,,BLK,FC76356,IL,10300 S. Doty,(773) 568-8495,2990237
06/29/2025,CHEV,4D,,WHI,DW68945,IL,701 N. Sacramento,(773) 265-7605,7126575
07/11/2025,CHEV,4D,,BLK,EV43472,IL,701 N. Sacramento,(773) 265-7605,7127778
07/11/2025,CHEV,PK,,DBL,AA4648,MS,701 N. Sacramento,(773) 265-7605,7127776
07/13/2025,NISS,LL,,SIL,E569448,IL,10300 S. Doty,(773) 568-8495,2990236
06/29/2025,MERZ,4D,,GRN,FL61720,IL,701 N. Sacramento,(773) 265-7605,7126588
07/12/2025,VOLK,4D,,SIL,EV12076,IL,10300 S. Doty,(773) 568-8495,2990240
06/29/2025,GEO,4D,PRI,WHI,GTC041,MN,701 N. Sacramento,(773) 265-7605,7126589
07/13/2025,DODG,2D,,GRN,EM95272,IL,701 N. Sacramento,(773) 265-7605,7128025
07/13/2025,HOND,4D,,BLU,EL96798,IL,10300 S. Doty,(773) 568-8495,2990241
07/11/2025,FORD,4D,TAU,WHI,,,10300 S. Doty,(773) 568-8495,2990112
07/02/2025,MAZD,4D,,GRN,BR21127,IL,10300 S. Doty,(773) 568-8495,2989699
07/11/2025,HOND,LL,,GRY,DD43006,IL,10300 S. Doty,(773) 568-8495,2990114
07/05/2025,CHEV,4D,IMP,GRY,EV75926,IL,701 N. Sacramento,(773) 265-7605,7127419
06/22/2025,JAGU,4D,,BLK,ES32765,IL,10300 S. Doty,(773) 568-8495,2989248
06/22/2025,KIA,4D,,WHI,ES35582,IL,701 N. Sacramento,(773) 265-7605,7126013
07/05/2025,BUIC,4D,LCR,BLU,ER49483,IL,701 N. Sacramento,(773) 265-7605,7127420
07/13/2025,JEEP,LL,,GRY,Q722193,IL,701 N. Sacramento,(773) 265-7605,7128022
07/05/2025,JEEP,LL,GCH,MAR,EW23911,IL,701 N. Sacramento,(773) 265-7605,7127418
07/08/2025,VOLV,LL,,BLK,EG39370,IL,10300 S. Doty,(773) 568-8495,2989971
07/02/2025,CHEV,4D,,SIL,DJF513,IN,10300 S. Doty,(773) 568-8495,2989698
07/02/2025,CHRY,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2989700
07/08/2025,NISS,4D,,TAN,CB16905,IL,10300 S. Doty,(773) 568-8495,2989970
07/13/2025,HOND,4D,,BLU,FF39639,IL,701 N. Sacramento,(773) 265-7605,7128019
07/05/2025,CHEV,4D,MAL,GRY,EV49319,IL,701 N. Sacramento,(773) 265-7605,7127421
06/29/2025,HOND,4D,,GRY,FA46290,IL,701 N. Sacramento,(773) 265-7605,7126648
07/03/2025,BUIC,4D,,BLK,CX27327,IL,10300 S. Doty,(773) 568-8495,2989719
06/29/2025,HYUN,4D,,BLK,DD78056,IL,10300 S. Doty,(773) 568-8495,2989566
07/03/2025,FORD,LL,,SIL,EM68103,IL,701 N. Sacramento,(773) 265-7605,7127260
07/03/2025,PONT,LL,,GLD,,,701 N. Sacramento,(773) 265-7605,7127259
07/02/2025,HOND,LL,,WHI,,,701 N. Sacramento,(773) 265-1846,1549463
